_a,_b,0_a,0_b,1_a,1_b
,,0.9432638182236114,7.810249675906654,0.9033563049529261,10.0
,,0.9681969186309942,4.898979485566356,0.888712422007941,4.123105625617661
,,0.9696684918878042,5.656854249492381,0.6381318620074681,273.21337812616974
,,0.9545730069988467,8.12403840463596,0.7669641637813999,7.874007874011811
,,0.9224141893162304,20.46948949045872,0.4891055457598992,24.124676163629637
,,0.9718880772755029,5.385164807134504,0.0,500.0
,,0.9594493734944658,10.44030650891055,0.0,500.0
,,0.9686174351603639,4.47213595499958,0.4396319018404908,85.58621384311844
,,0.8091029589543449,139.35924798878617,0.751961047763816,7.0710678118654755
,,0.9611811715183213,9.16515138991168,0.5868844574981535,7.14142842854285
,,0.9647802363088497,4.58257569495584,0.742109765850211,6.0
,,0.9749977082767669,5.0,0.5819080197643481,15.170680219821563
,,0.9733172030676007,4.58257569495584,0.43297843297843297,134.43027905709266
,,0.9630911840975197,5.656854249492381,0.5822941639254895,14.352700094407323
,,0.9749132606019261,3.0,0.0,500.0
,,0.9670285615237487,7.3484692283495345,0.0,500.0
,,0.8999250885146274,16.583123951777,0.003058483697889777,95.3944441401185
,,0.9369047345770712,5.744562646538029,0.8497706410140888,5.385164807134504
,,0.9150079451095149,10.770329614269007,0.636316899040327,14.177446878757825
,,0.9707449955091642,4.123105625617661,1.0,0.0
,,0.9637438499747661,8.48528137423857,0.10929809949269327,127.16210121399259
,,0.9788004647860384,2.0,0.0,88.93620392232252
,,0.9436044615198175,7.3484692283495345,0.5292657980166319,12.041594578792296
,,0.9567892203628308,5.0,0.8300539327301648,4.58257569495584
,,0.9651437135831007,3.3166247903554,0.8720538720538721,7.0710678118654755
,,0.9751369511559704,7.810249675906654,0.7685683530678149,71.66100174863344
,,0.9718641534464487,8.12403840463596,0.4336812804453723,74.12084724221823
,,0.9750213349152023,5.0,0.45194805194805193,8.564416277921312
,,0.9385599179976961,9.433981132056603,0.7371419053354298,11.180339887498949
,,0.9511235902704117,5.830951894845301,0.8742065350490881,11.0
,,0.8880499937829158,24.55605831561735,0.4551335937042808,32.4037034920393
