_a,_b,0_a,0_b,1_a,1_b
,,0.9431148476808014,7.874007874011811,0.9019719942963136,9.695359714832659
,,0.9630988595062618,5.656854249492381,0.6337055431485618,17.60681686165901
,,0.9637098990097613,7.681145747868608,0.6294403198172472,8.306623862918075
,,0.9563804689306736,5.0990195135927845,0.5280678037602707,14.0
,,0.8903064725303994,500.0,0.008293497667453782,68.17624219623724
,,0.9685117557913999,7.54983443527075,0.0,500.0
,,0.9541273829217326,8.660254037844387,0.0,500.0
,,0.9674038657230983,4.358898943540674,0.32538680138932746,120.68388346467533
,,0.7640965796099272,142.49912280431764,0.6975507017144082,7.0710678118654755
,,0.9561905259789028,5.830951894845301,0.6646250813551193,5.477225575051661
,,0.9603111129546126,5.0,0.7094223567534005,6.6332495807108
,,0.96673557379827,187.22713478553263,0.4292880258899676,9.0
,,0.973323211281876,3.605551275463989,0.28978805394990365,73.28028352459523
,,0.9615319499831229,5.385164807134504,0.6018516271507268,500.0
,,0.9746769065300018,3.0,0.0,500.0
,,0.9577728388224461,13.416407864998739,0.0,500.0
,,0.8978098766827183,15.165750888103101,0.00032712558023899796,104.7950380504726
,,0.9279835043798285,7.0,0.8317657200122295,500.0
,,0.9300958419501969,9.848857801796104,0.7586397839564782,12.727922061357855
,,0.9708111748927228,3.4641016151377544,1.0,0.0
,,0.956224401064957,9.0,0.641178314008148,22.622870360494556
,,0.9755719226482518,2.23606797749979,0.0,94.01382774171336
,,0.9476524027651628,5.830951894845301,0.4045041984177062,10.0
,,0.9534756005515841,4.123105625617661,0.7839344618484207,5.744562646538029
,,0.9583949354437492,4.123105625617661,0.8680438448566611,3.3166247903554
,,0.9734568078024797,4.242640687119285,0.7440439828955406,69.30709669204188
,,0.9728019056690111,3.1622776601683795,0.5360758130519061,139.7952071552997
,,0.9661677126879071,7.0,0.2636103151862464,9.080009036010734
,,0.9485339540506329,6.164414002968976,0.6598675836482579,12.569805089976535
,,0.9452004211285839,7.681145747868608,0.8467551009499242,12.569805089976535
,,0.8535937039164248,26.095976701399778,0.2249717970147736,33.793490497431605
