_a,_b,0_a,0_b,1_a,1_b
,,0.9443724725278735,8.774964387392123,0.9038214445158269,10.392304845413264
,,0.9694102951565353,4.47213595499958,0.8829584803796838,4.69041575982343
,,0.9717965485532298,4.47213595499958,0.6916113458056729,268.97146688675707
,,0.9598839393804307,5.385164807134504,0.7323704333050127,10.433106259385887
,,0.9200330185342265,19.0,0.34404149939739076,26.0
,,0.9734262085606352,5.196152422706632,0.0,500.0
,,0.9608632299310279,7.810249675906654,0.0,500.0
,,0.9677819081020539,7.810249675906654,0.40375534692517084,88.2694725454928
,,0.8108728497779593,124.77980605851253,0.7563381307263206,7.54983443527075
,,0.9624192202836421,5.656854249492381,0.5157848662253105,8.218824935521763
,,0.9673611156373345,4.242640687119285,0.7280075492560361,7.0
,,0.9761044402882774,5.0,0.5421152628245726,35.44996414973178
,,0.9740875062493185,4.358898943540674,0.4959623149394347,136.86854963756684
,,0.966125477019743,4.58257569495584,0.6044843677905816,13.74772708486752
,,0.9757421386039551,3.0,0.0,500.0
,,0.9672145345989579,6.708203932499369,0.0,500.0
,,0.9015200946913181,14.52583904633395,0.0003108501424184468,99.64436762808022
,,0.9388081691859286,5.385164807134504,0.8529454569475997,5.0990195135927845
,,0.9203469903535313,9.695359714832659,0.6600469014703945,13.30413469565007
,,0.9720570891497835,3.7416573867739413,1.0,0.0
,,0.9617962642066049,8.602325267042627,0.06713811660307478,131.190700889964
,,0.9786714249224442,2.0,0.0,500.0
,,0.9458424563117677,7.810249675906654,0.45962174365123226,21.587033144922902
,,0.9574865845522063,4.47213595499958,0.8374955610695052,4.242640687119285
,,0.9693382878783094,2.8284271247461903,0.8824987966919969,5.0990195135927845
,,0.971593281596731,184.16568627190028,0.7975528364849833,70.75838796258454
,,0.973515512152087,6.164414002968976,0.23938586871377096,77.2068627549372
,,0.9770200482259034,4.123105625617661,0.26744186046511625,9.939696961966996
,,0.9345824716019919,10.295630140987,0.7175151964975244,13.601470508735444
,,0.9522241637790305,5.744562646538029,0.8825156386000959,10.816653826391969
,,0.8892288693677054,24.351591323771842,0.3294382041216119,31.064449134018133
