_a,_b,0_a,0_b,1_a,1_b
liver_100.nii.gz',,0.9440635518266467,7.810249675906654,0.8946664686803525,11.74734012447073
liver_101.nii.gz',,0.9686424427974767,4.47213595499958,0.8749136398651151,5.0
liver_102.nii.gz',,0.969880877401781,5.0,0.65291410192425,267.4325112789517
liver_103.nii.gz',,0.9504697120126349,421.77659963165104,0.7201666598586659,494.14471564512354
liver_104.nii.gz',,0.9101680677911237,25.019992006393608,0.6315159609479154,20.149441679609886
liver_105.nii.gz',,0.9715206091838692,8.06225774829855,0.0,500.0
liver_106.nii.gz',,0.9631831716758777,7.280109889280518,0.0,500.0
liver_107.nii.gz',,0.9692028661693689,4.58257569495584,0.4636301835486064,85.87374437244618
liver_108.nii.gz',,0.8027986016894602,123.81033882515628,0.7398262044815282,7.280109889280518
liver_109.nii.gz',,0.9646926846737086,4.898979485566356,0.6672672481145463,6.4031242374328485
liver_110.nii.gz',,0.9657752621075882,4.58257569495584,0.7143501675098154,7.0
liver_111.nii.gz',,0.9748193593079032,5.196152422706632,0.5853905557665527,32.1659749583585
liver_112.nii.gz',,0.975429961041254,4.242640687119285,0.36906769453143823,133.609505531942
liver_113.nii.gz',,0.9658185515221105,5.0990195135927845,0.5666917024760826,16.15549442140351
liver_114.nii.gz',,0.9762726060017903,3.0,0.0,500.0
liver_115.nii.gz',,0.9681860328669241,8.306623862918075,0.0,500.0
liver_116.nii.gz',,0.9011386336521692,17.832554500127006,0.007579981025595884,93.76779821347893
liver_117.nii.gz',,0.9362739245310016,5.830951894845301,0.8422382503950991,5.830951894845301
liver_118.nii.gz',,0.9135000311671042,10.63014581273465,0.6020757687095367,14.45683229480096
liver_119.nii.gz',,0.9727083926612528,3.605551275463989,0.0,500.0
liver_120.nii.gz',,0.9646929145599079,7.681145747868608,0.05458157802755753,134.25907786662987
liver_121.nii.gz',,0.9786997962557423,2.0,0.0,500.0
liver_122.nii.gz',,0.9473145461537117,7.3484692283495345,0.43586344687145795,12.008318915758338
liver_123.nii.gz',,0.9574425810689435,4.242640687119285,0.8279267005569946,4.69041575982343
liver_124.nii.gz',,0.9669570564296947,3.0,0.8751768993305322,5.196152422706632
liver_125.nii.gz',,0.9761741377368613,8.06225774829855,0.7775305895439377,73.18537777337738
liver_126.nii.gz',,0.9756505995318752,3.4641016151377544,0.4046098306026104,78.7902250354367
liver_127.nii.gz',,0.977215508719096,4.123105625617661,0.25052192066805845,175.07526146539092
liver_128.nii.gz',,0.9352908661675431,9.0,0.7125246474103286,13.92838827718412
,,0.952023872629291,5.477225575051661,0.8767347678016092,10.488088481701515
,,0.8773893835375572,24.515301344262525,0.3658852986462356,32.4037034920393
