_a,_b,0_a,0_b,1_a,1_b
,,0.8827160008967635,23.600847442411894,0.7595132130958948,21.93171219946131
,,0.9073297562755122,162.62226169869857,0.5759398116802011,258.7097794741519
,,0.928584283573817,51.35172830587107,0.4396047975235069,271.08292089292235
,,0.9176850248534877,88.30345402069281,0.5278387472874907,411.8434775457566
,,0.743686985209738,109.33434958877288,0.029506176009861072,78.00640999302557
,,0.8295838854045884,128.195163715329,0.0,500.0
,,0.828856333393558,112.76369094494503,0.0,500.0
,,0.7794609483159364,97.14936952960632,0.04121668483107104,282.29594400203484
,,0.6321681227366837,137.29166034395533,0.627189509896361,17.46424919657298
,,0.7858404871858587,94.95788540189804,0.4156329697034436,80.00624975587844
,,0.8950214533106784,111.48094007497426,0.6737447874816986,67.82661272948107
,,0.7663990058503668,176.2980430974774,0.04648238064103526,311.0064308016797
,,0.8718136992825474,96.89685237405806,0.016093516378958814,297.6341714243575
,,0.7962642966115081,118.83854588756182,0.20620204915236062,324.38233613985295
,,0.8634904736917709,104.35037134576953,0.0,500.0
,,0.8259169133343758,102.40117186829455,0.0,500.0
,,0.7963324034285288,89.45389874119518,0.31195760485551227,305.97794032787533
,,0.8281326332545077,115.38349100165065,0.6108349244938603,206.65115532890357
,,0.7470329344232822,175.18276170902203,0.41801864093477903,206.26790830991064
,,0.8256218871110363,226.04181027135795,0.0,500.0
,,0.8012018682816725,120.46306471954505,0.008566659002988834,189.67867565965344
,,0.8167661978020136,122.34786471369249,0.0,160.79505583257983
,,0.7976152753647667,64.90762667052309,0.1291901149987766,105.90939515953433
,,0.8496335886274726,90.29396436085858,0.7713444508757458,119.3804841003642
,,0.817745470409538,67.54257916307313,0.775068757452469,55.81576274934241
,,0.9299091211810719,70.09279563550022,0.05566839690062439,198.75550299383954
,,0.8720301307758432,117.34564329364768,0.13897908819327184,176.24216292783314
,,0.8297637666764999,111.44729693881317,0.0,505.39093778877873
,,0.9227574720179892,13.601470508735444,0.4958339510146558,90.96153033013462
,,0.9219592596325447,10.488088481701515,0.8310616295286808,10.198039027185569
,,0.8546296898841036,36.932370625238775,0.28373614612698395,60.340699366182356
