_a,_b,0_a,0_b,1_a,1_b,2_a,2_b,3_a,3_b,4_a,4_b,5_a,5_b,6_a,6_b,7_a,7_b,8_a,8_b,9_a,9_b,10_a,10_b,11_a,11_b,12_a,12_b,13_a,13_b,14_a,14_b
,,0.8260203370943028,8.602325267042627,0.892297959829195,3.1622776601683795,0.9261005149031837,2.449489742783178,0.5550239234449761,3.625967192160479,0.5753114382785957,2.8284271247461903,0.9428097888361434,2.449489742783178,0.670428533404312,4.69041575982343,0.8894763343403826,1.4142135623730951,0.759774011299435,2.23606797749979,0.5760975609756097,5.744562646538029,0.145985401459854,4.332195701660108,0.5396825396825397,4.499745889988644,0.2746081504702194,7.0,0,0,0,0
,,0.9622531260955942,1.0,0.9522846744844319,1.0,0.9650442772488181,1.0,0.8444031583836508,1.0,0.6989576946658492,2.0,0.9747439868984432,1.0,0.8188451115280384,5.744562646538029,0.8911676800989384,2.0,0.8316696914700544,2.0,0.8484997540580423,1.4142135623730951,0.415929203539823,3.612356581029484,0.6652452025586354,2.9571067811865475,0.6010544815465729,9.273618495495704,0,0,0,0
,,0.8582313553451859,4.123105625617661,0.9509405568096313,1.0,0.9019065638189492,2.23606797749979,0.3878550440744368,3.659993719987967,0.467966573816156,5.029705854077837,0.9180844615073752,2.23606797749979,0.6299426934097421,6.082762530298219,0.9242302543507362,1.0,0.7046671767406274,2.8284271247461903,0.7884067152359835,1.4142135623730951,0.21656050955414013,8.16000419414636,0.3821656050955414,3.0,0.49481972648155825,3.0,0,0,0,0
,,0.970948174949452,1.0,0.9401563610518835,1.0,0.95147739612505,1.0,0.09472743521000894,18.138357147217054,0.5650929899856938,3.1622776601683795,0.9328985518392334,2.23606797749979,0.7978959592854459,3.605551275463989,0.9082401459275121,1.0,0.8590899979955903,2.0,0.7457797427652733,3.0,0.281786941580756,6.7156165375619565,0.39421338155515373,6.663231321426226,0.5495867768595041,7.874007874011811,1,0,0,0
,,0.9261608154020385,2.406805389726442,0.9363560033585222,1.0,0.9568386451336287,1.0,0.8563829787234043,1.0,0.7321131447587355,1.0,0.9585854948220889,1.0,0.8955138146935493,1.0,0.9542226922495846,1.0,0.7977702074945804,4.242640687119285,0.8046932290393547,2.23606797749979,0.281437125748503,3.169995016677732,0.6395759717314488,5.385164807134504,0.6243432574430823,7.874007874011811,0,0,0,0
,,0.9338848316422155,1.0,0.9528376041502908,1.0,0.9355560700779502,1.0,0.8774745853397539,1.0,0.7401574803149606,1.0,0.9556594341916831,1.0,0.782202216066482,2.0,0.9547596606974552,1.0,0.8941176470588236,1.0,0.875,1.0,0.3904761904761905,10.0,0.4634920634920635,2.93137084989847,0.6552706552706553,4.123105625617661,0,0,0,0
,,0.9257903494176373,1.0,0.945236051502146,1.0,0.9413543407336675,1.0,1,0,0.6146892655367232,1.7320508075688772,0.9436201134347206,2.0,0.732710958034986,2.8284271247461903,0.9387414455015857,1.0,0.797093023255814,1.4142135623730951,0.6665365853658537,4.123105625617661,0.2375,7.074585842699343,0.5656565656565656,2.23606797749979,0.6376910016977929,8.06225774829855,0,0,0,0
,,0.9492515890916547,1.0,0.9032033426183844,2.0,0.9270979371119568,8.306623862918075,0.8050036791758646,2.449489742783178,0.6147540983606558,3.0,0.8914821832971299,3.0,0.637525110486139,4.358898943540674,0.8638387625966721,1.4142135623730951,0.7501473187978787,2.23606797749979,0.8360285167796905,1.4142135623730951,0.4444444444444444,4.477657941997391,0.5527638190954773,2.23606797749979,0.47393978633862094,6.082762530298219,1,0,0,0
,,0.9690711462450593,1.0,0.9556650246305419,1.0,0.9648363702845999,1.0,0.829757785467128,1.0,0.6811308349769888,6.164414002968976,0.9748402372304722,1.0,0.9204984959174903,1.0,0.8615210701500974,5.0,0.7891373801916933,3.0,0.9115856803879088,1.0,0.4090909090909091,5.0990195135927845,0.7804154302670623,1.4142135623730951,0.7850655903128153,2.23606797749979,0,0,0,0
,,0.9600981678161892,1.0,0.9110062247759765,5.385164807134504,0.9544589450788472,1.0,0.04310833806012479,18.261977236695863,0.7079439252336449,2.0,0.9147926197993858,3.1622776601683795,0.5291986668598754,10.488088481701515,0.9394685677252106,1.0,0.7724065847922654,1.7320508075688772,0.4431243124312431,12.132589534504993,0.5145888594164456,3.432195384398829,0.6906077348066298,1.5095647359318334,0.530010718113612,5.0,0,0,0,0
