_a,_b,0_a,0_b,1_a,1_b,2_a,2_b
,,0.9715767634854772,1.0,0.9216923554360195,1.0,0.9789255694968937,1.0
,,0.9615963855421686,1.0,0.9179420384239662,1.0,0.9750615763546798,1.0
,,0.891905737704918,1.0,0.9198678232135481,1.0,0.9695143317681687,1.0
,,0.8886293971682966,1.0,0.9044166117336849,1.0,0.9635895063767924,1.0
,,0.9617465224111282,1.0,0.8682869173376672,1.0,0.9200033436428989,1.0
,,0.9750357767530609,1.0,0.8932626797880394,1.0,0.9773646613305792,1.0
,,0.9384738024494529,1.0,0.8822281167108753,1.0,0.9723878948531036,1.0
,,0.9655614698903354,1.0,0.9105806911293196,1.0,0.9682732937047912,1.0
,,0.9705573661824007,1.0,0.91622563572996,1.0,0.9834126862233143,1.0
,,0.9421560680863607,1.0,0.8542248978714255,1.0,0.9475360689525951,1.0
,,0.833658145133555,1.0,0.904874346432788,1.0,0.9505482210785411,1.0
,,0.9650125313283208,1.0,0.88174939079133,1.0,0.9575132229255181,1.0
,,0.967518133081047,1.0,0.9019744889044208,1.0,0.9798452485752676,1.0
,,0.8037670317926797,1.0,0.9213596589634283,1.0,0.9544603867747973,1.0
,,0.9703326713008937,1.0,0.9133869577707555,1.0,0.9771573604060914,1.0
,,0.9486837085082029,1.0,0.9155982905982906,1.0,0.9693230795233668,1.0
,,0.924765401876785,1.0,0.9090259707127915,1.0,0.9816078602197377,1.0
,,0.9582320125876126,1.0,0.9038493864515045,1.0,0.9667945690672963,1.0
,,0.9557412565769112,1.0,0.8801281480822284,1.0,0.966239933925253,1.0
,,0.9376380628717077,1.0,0.9080717488789237,1.0,0.9701439106465239,1.0
,,0.9740094721035001,1.0,0.9144033981207362,1.0,0.9787518822151581,1.0
,,0.9686119507091374,1.0,0.8956889915319477,1.0,0.9715516695178357,1.0
,,0.9606855729304709,1.0,0.8467750619145041,1.0,0.892175572519084,1.0
,,0.9611855118518758,1.0,0.9235788863109049,1.0,0.9693265953696086,1.0
,,0.9689649193781426,1.0,0.8921088293547378,1.0,0.965959356368998,1.0
,,0.9097068294927021,1.7320508075688772,0.8757683597541249,1.0,0.9440091725587617,1.0
,,0.9101834061135371,3.806243040080456,0.8636285763234538,1.0,0.9688465629907299,1.0
,,0.9663807415605977,1.0,0.8988811042559867,1.0,0.9678653909600792,1.0
,,0.9473276957939535,1.0,0.8813205181780193,1.0,0.9709039869504191,1.0
,,0.9734557806013335,1.0,0.9147338785359967,1.0,0.9767825117541563,1.0
,,0.9637270070483067,1.0,0.9028497409326425,1.0,0.9823779456068672,1.0
,,0.9712829050046822,1.0,0.9062859217133523,1.0,0.9741041433370661,1.0
,,0.9248302618816683,1.0,0.8567794454337319,1.0,0.9644822731345194,1.0
,,0.9369850812736584,1.0,0.8901915455746368,1.0,0.9095550692924872,1.0
,,0.9101072115825163,1.0,0.8586497890295358,1.0,0.9597446586763939,1.0
,,0.9624786810687891,1.0,0.8950756625700192,1.0,0.9767555664301444,1.0
,,0.9508424307439894,1.0,0.8886575038178537,1.0,0.957069570695707,1.0
,,0.8980795511760051,1.0,0.9319873029088828,1.0,0.9553100859143744,1.0
,,0.9744184873101569,1.0,0.8738678295873867,1.0,0.9646052893219328,1.0
,,0.930397801851625,1.0,0.8268828889074646,1.0,0.9314988290398126,1.0
,,0.9699340561081927,1.0,0.9080481743452494,1.0,0.9690513219284603,1.0
,,0.9438877755511023,1.0,0.9099153567110037,1.0,0.957774199320093,1.0
,,0.957246740220662,1.0,0.9143095834825158,1.0,0.9730010769859249,1.0
,,0.8933837429111531,1.0,0.902305681007844,1.0,0.9598222551379374,1.0
,,0.8744331065759637,1.4142135623730951,0.9016417259915734,1.0,0.9512298558100085,1.0
,,0.9573625704278971,1.0,0.9171845866998135,1.0,0.9687826736370426,1.0
,,0.9638727250216664,1.0,0.8806541918373361,1.0,0.9625708413775923,1.0
,,0.9455592894863178,1.0,0.9103072910760858,1.0,0.9756815365551424,1.0
,,0.9336331834082958,1.0,0.9108066971080669,1.0,0.9824958716678462,1.0
,,0.9661851608667105,1.0,0.9144287664997724,1.0,0.973069146785281,1.0
